"probs","geography","gender","numofproducts","hascrcard","isactivemember","exited","creditscore_bin","age_bin","tenure_bin","balance_bin","estimatedsalary_bin"
0.032,"France","Male",1,1,1,0,"600-850","35-45","3-5","130K-170K","100K-150K"
0.088,"Spain","Male",1,1,1,0,"<350","45+","5-7","130K-170K","<50K"
0.076,"France","Male",2,1,0,0,"600-850","18-35","5-7","130K-170K","+150K"
0.044,"Spain","Male",1,0,0,0,"350-600","18-35","<3","130K-170K","+150K"
0.028,"France","Male",2,1,1,0,"<350","35-45","<3","<100K","50K-100K"
0.028,"Germany","Male",2,1,1,0,"<350","45+","+7","100K-130K","100K-150K"
0.012,"Spain","Male",2,1,1,0,"600-850","18-35","+7","<100K","<50K"
0.072,"France","Male",1,1,1,0,"350-600","18-35","+7","100K-130K","<50K"
0.076,"France","Male",1,1,1,0,"600-850","35-45","+7","130K-170K","100K-150K"
0.732,"Spain","Female",2,1,0,1,"350-600","35-45","<3","<100K","<50K"
0.66,"Spain","Male",1,1,1,0,"<350","18-35","<3","<100K","+150K"
0.072,"France","Female",2,1,0,1,"<350","35-45","3-5","<100K","+150K"
0.024,"France","Female",2,1,1,0,"<350","35-45","<3","<100K","+150K"
0.004,"France","Female",1,1,1,0,"<350","35-45","<3","<100K","<50K"
0.964,"Germany","Male",2,1,0,1,"350-600","45+","<3","100K-130K","100K-150K"
0.036,"Germany","Female",3,1,1,0,"350-600","18-35","<3","130K-170K","+150K"
0,"France","Male",2,1,1,0,"<350","35-45","+7","<100K","<50K"
0.016,"Germany","Male",2,0,0,0,"600-850","35-45","5-7","100K-130K","<50K"
0.056,"Germany","Female",2,0,1,0,"350-600","35-45","<3","100K-130K","<50K"
0.012,"France","Male",1,1,1,0,"600-850","18-35","5-7","<100K","100K-150K"
0.176,"France","Male",1,1,0,0,"350-600","45+","<3","100K-130K","+150K"
0.056,"France","Male",2,0,1,0,"350-600","35-45","+7","<100K","<50K"
0.008,"France","Male",1,1,0,0,"350-600","18-35","3-5","130K-170K","<50K"
0.692,"France","Male",2,1,1,0,"<350","18-35","3-5","<100K","100K-150K"
0.032,"France","Male",2,1,0,0,"600-850","18-35","5-7","<100K","+150K"
0.264,"France","Male",2,1,1,1,"600-850","45+","3-5","<100K","100K-150K"
0.044,"Germany","Male",2,1,1,0,"<350","45+","+7","100K-130K","50K-100K"
0.68,"France","Male",1,1,0,1,"350-600","18-35","+7","<100K","50K-100K"
0.808,"Spain","Male",1,0,1,0,"600-850","18-35","5-7","<100K","+150K"
0.956,"France","Male",1,1,0,0,"600-850","35-45","+7","<100K","+150K"
0.704,"France","Female",2,1,1,0,"600-850","35-45","<3","100K-130K","+150K"
0.716,"France","Male",2,1,0,0,"<350","18-35","<3","<100K","100K-150K"
0.008,"France","Female",2,1,1,0,"350-600","35-45","3-5","<100K","<50K"
0.016,"France","Female",2,1,0,0,"<350","35-45","<3","130K-170K","100K-150K"
0.972,"Germany","Male",1,1,0,0,"<350","18-35","5-7","100K-130K","100K-150K"
0.884,"Germany","Female",2,1,0,0,"350-600","35-45","3-5","<100K","100K-150K"
0.1,"Germany","Male",2,1,1,0,"600-850","35-45","+7","130K-170K","<50K"
0.008,"Germany","Female",2,1,1,0,"350-600","18-35","<3","100K-130K","<50K"
0.876,"France","Female",1,1,1,0,"<350","18-35","<3","100K-130K","+150K"
0.012,"France","Male",1,1,1,0,"350-600","35-45","+7","100K-130K","50K-100K"
0.008,"Spain","Male",1,0,0,0,"350-600","35-45","+7","130K-170K","<50K"
0,"France","Female",2,1,1,0,"<350","18-35","<3","<100K","<50K"
0.1,"France","Female",2,1,0,0,"600-850","35-45","+7","<100K","+150K"
0.008,"France","Female",2,1,0,0,"600-850","35-45","5-7","130K-170K","50K-100K"
0.004,"France","Female",1,0,1,0,"350-600","18-35","<3","130K-170K","+150K"
0.104,"Germany","Female",2,1,0,0,"350-600","18-35","3-5","130K-170K","50K-100K"
0.036,"France","Male",2,1,1,0,"600-850","35-45","5-7","<100K","+150K"
0.044,"Spain","Female",1,1,1,0,"350-600","18-35","<3","100K-130K","<50K"
0.032,"France","Female",1,1,0,0,"<350","18-35","+7","100K-130K","100K-150K"
0.004,"France","Male",2,0,1,0,"350-600","18-35","<3","<100K","+150K"
0.86,"France","Male",1,1,0,0,"<350","18-35","+7","100K-130K","50K-100K"
0.048,"France","Female",2,0,1,0,"350-600","45+","5-7","<100K","<50K"
0.828,"Spain","Female",2,1,0,0,"600-850","35-45","+7","<100K","50K-100K"
0,"France","Male",2,0,1,0,"600-850","35-45","+7","<100K","100K-150K"
0.696,"Spain","Female",1,1,0,1,"<350","35-45","3-5","<100K","100K-150K"
0.056,"France","Male",2,1,0,0,"600-850","35-45","3-5","<100K","100K-150K"
0.008,"France","Male",2,1,0,0,"<350","18-35","<3","130K-170K","<50K"
0.044,"France","Male",2,0,1,1,"350-600","45+","<3","+170K","<50K"
0.776,"France","Female",2,1,0,0,"600-850","18-35","<3","<100K","50K-100K"
0.008,"France","Male",1,1,1,0,"600-850","35-45","5-7","130K-170K","50K-100K"
0.112,"France","Male",2,0,1,0,"<350","35-45","5-7","<100K","50K-100K"
0.036,"Germany","Male",1,1,0,0,"<350","18-35","5-7","130K-170K","100K-150K"
0.032,"Spain","Female",1,1,1,1,"600-850","35-45","5-7","+170K","+150K"
0.016,"France","Female",1,0,1,0,"350-600","18-35","+7","130K-170K","100K-150K"
0.704,"France","Male",2,0,0,0,"600-850","35-45","5-7","<100K","100K-150K"
0.764,"France","Male",2,0,1,0,"600-850","45+","<3","<100K","<50K"
0.116,"Germany","Male",1,1,0,0,"600-850","18-35","5-7","100K-130K","50K-100K"
0.064,"France","Male",1,1,0,0,"<350","35-45","<3","<100K","100K-150K"
0,"France","Female",1,1,1,0,"350-600","35-45","<3","100K-130K","50K-100K"
0.028,"France","Male",2,1,0,0,"350-600","35-45","5-7","<100K","100K-150K"
0.028,"Spain","Female",1,1,0,0,"600-850","18-35","5-7","<100K","<50K"
0.648,"France","Male",1,1,1,0,"350-600","18-35","+7","<100K","<50K"
0.748,"France","Male",2,1,1,0,"350-600","18-35","<3","<100K","<50K"
0.084,"Spain","Female",2,0,0,1,"600-850","45+","5-7","100K-130K","+150K"
0.048,"Germany","Female",1,1,0,1,"350-600","35-45","3-5","100K-130K","50K-100K"
0.668,"France","Male",2,1,1,0,"350-600","18-35","3-5","<100K","<50K"
0.336,"France","Male",2,1,1,0,"<350","35-45","5-7","<100K","100K-150K"
0.008,"France","Female",1,1,0,0,"600-850","18-35","5-7","<100K","<50K"
0.836,"Spain","Male",2,1,0,0,"<350","18-35","+7","<100K","50K-100K"
0.004,"France","Male",1,1,1,0,"350-600","18-35","5-7","<100K","+150K"
0.648,"Germany","Female",1,1,0,0,"<350","35-45","+7","<100K","50K-100K"
0.072,"Spain","Female",2,0,1,0,"<350","45+","3-5","<100K","<50K"
0,"France","Male",1,1,1,0,"<350","35-45","<3","130K-170K","50K-100K"
0.052,"Germany","Female",2,0,0,0,"350-600","45+","3-5","100K-130K","<50K"
0.064,"Germany","Female",2,1,1,0,"<350","18-35","+7","130K-170K","50K-100K"
0.108,"Spain","Male",2,0,1,0,"600-850","35-45","5-7","<100K","<50K"
0.684,"Spain","Female",1,1,0,1,"350-600","35-45","<3","<100K","100K-150K"
0.788,"France","Male",2,1,1,0,"600-850","35-45","3-5","<100K","50K-100K"
0,"Spain","Male",1,1,0,0,"600-850","35-45","+7","130K-170K","50K-100K"
0.008,"France","Male",2,1,0,0,"<350","18-35","5-7","<100K","<50K"
0.068,"Germany","Male",2,1,1,0,"600-850","35-45","5-7","100K-130K","50K-100K"
0.02,"Germany","Female",1,1,0,1,"350-600","18-35","3-5","<100K","100K-150K"
0.7,"Germany","Female",2,1,1,0,"600-850","18-35","5-7","100K-130K","50K-100K"
0.172,"France","Male",2,0,0,0,"600-850","18-35","3-5","<100K","50K-100K"
0.012,"Spain","Female",1,1,0,1,"<350","35-45","+7","<100K","100K-150K"
0.052,"Germany","Male",1,0,1,0,"350-600","35-45","+7","100K-130K","+150K"
0.004,"Spain","Female",2,1,1,0,"350-600","18-35","+7","<100K","+150K"
0.736,"France","Female",2,1,1,0,"600-850","35-45","+7","<100K","+150K"
0.064,"France","Male",2,0,1,0,"600-850","45+","<3","<100K","+150K"
0.016,"Germany","Male",2,0,0,0,"350-600","35-45","5-7","<100K","+150K"
0.02,"France","Female",2,0,0,0,"600-850","35-45","+7","<100K","<50K"
0.056,"Germany","Female",3,1,1,1,"<350","35-45","3-5","100K-130K","100K-150K"
0,"France","Female",1,1,0,0,"<350","18-35","<3","<100K","100K-150K"
0.06,"Spain","Male",2,0,1,1,"600-850","35-45","<3","130K-170K","50K-100K"
0,"France","Male",1,1,0,0,"<350","18-35","<3","<100K","100K-150K"
0.008,"Germany","Female",1,1,0,0,"600-850","18-35","5-7","130K-170K","50K-100K"
0.024,"Germany","Female",1,0,0,0,"350-600","18-35","<3","100K-130K","50K-100K"
0.944,"Germany","Male",2,1,0,0,"<350","35-45","<3","100K-130K","100K-150K"
0.008,"Spain","Male",1,1,1,1,"<350","35-45","5-7","<100K","+150K"
0.104,"Spain","Female",3,0,1,1,"350-600","18-35","5-7","<100K","+150K"
0.04,"France","Male",2,0,1,0,"<350","45+","5-7","<100K","<50K"
0.188,"France","Male",1,1,0,1,"<350","35-45","5-7","<100K","+150K"
0.1,"Germany","Female",1,1,0,0,"<350","35-45","3-5","130K-170K","<50K"
0.084,"France","Male",1,1,0,1,"350-600","35-45","3-5","100K-130K","<50K"
0.028,"Spain","Male",1,1,0,1,"600-850","45+","5-7","<100K","100K-150K"
0.692,"France","Male",1,1,1,0,"600-850","18-35","5-7","<100K","+150K"
0.112,"France","Male",2,0,1,0,"<350","18-35","+7","<100K","<50K"
0.028,"Germany","Female",1,1,0,1,"350-600","35-45","5-7","100K-130K","50K-100K"
0.804,"France","Female",1,1,1,0,"600-850","45+","3-5","<100K","50K-100K"
0.04,"Germany","Female",1,1,1,0,"350-600","35-45","+7","100K-130K","<50K"
0.08,"Germany","Female",1,0,1,1,"<350","45+","<3","100K-130K","100K-150K"
0.024,"Germany","Male",1,1,1,1,"<350","45+","5-7","100K-130K","<50K"
0.088,"Spain","Male",2,1,0,0,"350-600","18-35","3-5","100K-130K","50K-100K"
0.916,"France","Male",2,1,1,0,"600-850","35-45","+7","<100K","+150K"
0.66,"France","Female",2,1,1,0,"<350","18-35","3-5","<100K","100K-150K"
0.684,"France","Male",1,1,0,0,"350-600","35-45","<3","130K-170K","<50K"
0.128,"France","Male",2,1,1,0,"600-850","35-45","+7","+170K","100K-150K"
0.048,"Germany","Male",1,0,0,0,"600-850","18-35","3-5","100K-130K","<50K"
0.716,"Germany","Female",1,1,1,1,"<350","35-45","<3","100K-130K","100K-150K"
0.024,"Germany","Female",1,1,1,0,"600-850","45+","<3","<100K","+150K"
0.084,"Germany","Male",1,0,0,0,"<350","35-45","3-5","130K-170K","<50K"
0.024,"France","Male",2,0,1,0,"350-600","18-35","+7","100K-130K","+150K"
0.056,"France","Female",1,1,1,0,"350-600","18-35","+7","130K-170K","50K-100K"
0.824,"France","Male",1,0,0,0,"<350","18-35","5-7","<100K","<50K"
0.904,"France","Female",2,1,1,0,"<350","18-35","5-7","100K-130K","<50K"
0.004,"France","Female",2,1,1,0,"350-600","18-35","<3","<100K","<50K"
0.004,"France","Female",1,1,0,1,"600-850","45+","<3","100K-130K","50K-100K"
0.156,"France","Female",2,1,1,0,"600-850","45+","+7","<100K","100K-150K"
0.008,"Spain","Female",1,0,0,1,"<350","45+","+7","130K-170K","+150K"
0.012,"Spain","Male",2,0,0,0,"350-600","18-35","+7","<100K","100K-150K"
0.016,"France","Male",1,0,0,0,"<350","18-35","+7","100K-130K","100K-150K"
0.988,"France","Male",2,1,1,0,"<350","18-35","+7","<100K","100K-150K"
0.016,"Spain","Male",1,1,1,1,"<350","35-45","3-5","<100K","<50K"
0.144,"Spain","Male",1,1,1,0,"350-600","18-35","5-7","130K-170K","50K-100K"
0.068,"Germany","Male",2,1,0,0,"<350","35-45","+7","100K-130K","100K-150K"
0.82,"France","Male",2,1,1,0,"600-850","18-35","5-7","<100K","+150K"
0.012,"France","Male",2,1,0,0,"600-850","45+","+7","<100K","+150K"
0.848,"France","Male",2,1,0,0,"350-600","35-45","<3","+170K","50K-100K"
0,"Germany","Female",1,1,0,1,"600-850","35-45","<3","100K-130K","100K-150K"
0.032,"France","Female",2,1,1,0,"<350","18-35","5-7","100K-130K","50K-100K"
0.056,"Germany","Female",1,1,0,0,"350-600","35-45","+7","130K-170K","+150K"
0.012,"Spain","Male",1,1,0,0,"350-600","35-45","+7","130K-170K","<50K"
0.272,"France","Male",2,0,0,0,"350-600","35-45","5-7","<100K","100K-150K"
0.012,"France","Male",1,1,1,0,"350-600","35-45","+7","100K-130K","+150K"
0.776,"Spain","Female",1,1,1,0,"<350","45+","+7","130K-170K","<50K"
0.976,"France","Female",2,1,0,0,"350-600","35-45","3-5","<100K","+150K"
0.752,"Germany","Male",1,1,1,0,"<350","18-35","3-5","100K-130K","100K-150K"
0.204,"Germany","Female",1,0,0,1,"<350","45+","<3","<100K","100K-150K"
0.012,"Germany","Male",1,1,0,0,"<350","45+","5-7","<100K","100K-150K"
0.152,"Spain","Female",1,1,1,1,"600-850","18-35","<3","+170K","100K-150K"
0.004,"France","Male",2,1,0,0,"350-600","35-45","3-5","<100K","+150K"
0.004,"France","Male",1,1,1,0,"350-600","18-35","+7","<100K","+150K"
0.008,"Spain","Male",1,0,1,0,"600-850","18-35","5-7","<100K","50K-100K"
0.02,"Spain","Female",2,1,1,1,"<350","35-45","5-7","100K-130K","+150K"
0.68,"Germany","Male",1,1,1,0,"350-600","18-35","<3","<100K","<50K"
0.112,"France","Female",1,1,0,1,"350-600","45+","3-5","<100K","50K-100K"
0.032,"Spain","Male",2,0,0,0,"600-850","35-45","5-7","<100K","<50K"
0.004,"France","Female",1,1,1,1,"350-600","45+","+7","<100K","+150K"
0.052,"Germany","Male",2,0,0,1,"350-600","35-45","<3","130K-170K","+150K"
0.048,"France","Female",1,1,0,0,"600-850","18-35","<3","130K-170K","<50K"
0.212,"Spain","Female",1,0,1,0,"350-600","45+","<3","130K-170K","<50K"
0.064,"Germany","Female",1,1,1,1,"350-600","45+","5-7","100K-130K","<50K"
0.004,"France","Female",1,1,1,0,"350-600","35-45","<3","<100K","50K-100K"
0.768,"Spain","Female",1,1,1,0,"<350","18-35","3-5","130K-170K","<50K"
0.856,"Spain","Female",2,1,1,0,"600-850","18-35","<3","<100K","100K-150K"
0.18,"France","Male",2,1,0,0,"600-850","18-35","+7","<100K","100K-150K"
0.02,"Spain","Female",2,1,1,0,"<350","18-35","3-5","<100K","50K-100K"
0.06,"France","Female",2,0,0,0,"<350","45+","+7","<100K","100K-150K"
0.076,"France","Male",2,0,0,0,"600-850","18-35","+7","<100K","<50K"
0,"Germany","Male",1,1,1,0,"350-600","35-45","+7","<100K","+150K"
0.004,"Germany","Male",1,1,1,0,"<350","18-35","5-7","130K-170K","<50K"
0.1,"France","Male",2,1,1,0,"<350","45+","<3","<100K","+150K"
0,"Germany","Female",1,1,0,1,"600-850","35-45","<3","100K-130K","+150K"
0.188,"France","Male",2,1,1,0,"600-850","18-35","+7","<100K","50K-100K"
0.008,"France","Female",1,1,1,0,"350-600","18-35","+7","<100K","+150K"
0.876,"France","Male",2,1,1,0,"<350","45+","<3","<100K","50K-100K"
0.928,"France","Female",2,0,1,0,"350-600","35-45","5-7","<100K","100K-150K"
0.068,"France","Male",1,1,0,0,"<350","35-45","3-5","<100K","100K-150K"
0.012,"France","Female",2,1,1,0,"<350","45+","5-7","<100K","+150K"
0.004,"France","Male",1,1,0,1,"350-600","45+","5-7","<100K","<50K"
0.028,"Germany","Male",1,1,0,0,"<350","18-35","+7","100K-130K","+150K"
0.728,"France","Male",1,0,0,0,"<350","35-45","+7","<100K","<50K"
0.008,"France","Male",2,0,1,0,"<350","18-35","3-5","<100K","50K-100K"
0.008,"Germany","Female",1,1,0,1,"600-850","35-45","5-7","100K-130K","100K-150K"
0.14,"Germany","Female",1,1,1,0,"600-850","45+","<3","130K-170K","100K-150K"
0.712,"Germany","Female",2,0,1,0,"350-600","35-45","<3","<100K","100K-150K"
0.036,"Spain","Male",2,0,0,0,"600-850","18-35","+7","<100K","+150K"
0.02,"France","Male",1,1,1,0,"<350","35-45","<3","<100K","<50K"
0.112,"Spain","Male",2,1,0,0,"600-850","35-45","5-7","<100K","100K-150K"
0.004,"Spain","Male",1,1,1,0,"<350","18-35","+7","130K-170K","50K-100K"
0.944,"Spain","Female",1,1,0,1,"350-600","35-45","3-5","100K-130K","<50K"
0.024,"Spain","Female",1,1,1,0,"350-600","35-45","3-5","100K-130K","50K-100K"
0.96,"France","Female",2,0,1,0,"350-600","35-45","+7","<100K","+150K"
0.012,"France","Female",2,0,1,1,"<350","45+","3-5","<100K","+150K"
0.896,"France","Male",1,1,1,0,"350-600","35-45","<3","<100K","+150K"
0.7,"France","Female",1,1,0,1,"350-600","45+","5-7","<100K","50K-100K"
0.012,"France","Female",2,0,1,0,"<350","18-35","+7","<100K","+150K"
0.008,"France","Male",2,1,0,0,"600-850","35-45","3-5","<100K","100K-150K"
0.084,"Germany","Male",1,1,0,0,"600-850","18-35","+7","130K-170K","+150K"
0.052,"France","Male",2,1,0,0,"350-600","35-45","3-5","<100K","+150K"
0.264,"Germany","Female",1,1,1,0,"600-850","35-45","+7","100K-130K","50K-100K"
0.072,"Spain","Male",1,1,0,0,"600-850","35-45","5-7","100K-130K","+150K"
0.128,"France","Female",1,1,0,0,"<350","45+","+7","<100K","50K-100K"
0.804,"France","Male",1,1,1,0,"600-850","45+","3-5","100K-130K","+150K"
0.012,"Spain","Male",1,1,1,0,"600-850","18-35","+7","100K-130K","<50K"
0,"Germany","Male",2,1,1,0,"350-600","18-35","<3","100K-130K","100K-150K"
0.948,"France","Male",2,1,0,0,"600-850","18-35","3-5","<100K","100K-150K"
0.08,"France","Female",2,1,1,0,"350-600","18-35","+7","<100K","<50K"
0.112,"France","Male",1,1,1,0,"350-600","18-35","+7","<100K","50K-100K"
0.024,"Germany","Female",1,0,0,0,"<350","18-35","+7","130K-170K","+150K"
0.9,"Spain","Female",1,1,1,0,"<350","18-35","+7","100K-130K","<50K"
0,"Spain","Male",2,1,1,0,"<350","18-35","5-7","<100K","100K-150K"
0.724,"Spain","Male",1,1,1,0,"<350","18-35","<3","+170K","<50K"
0.008,"France","Male",1,1,0,0,"600-850","18-35","+7","<100K","<50K"
0,"Germany","Male",3,1,0,1,"600-850","35-45","5-7","130K-170K","<50K"
0.02,"Spain","Male",2,1,0,0,"350-600","35-45","+7","<100K","<50K"
0.1,"Spain","Male",1,0,0,0,"350-600","35-45","5-7","100K-130K","100K-150K"
0.88,"France","Female",2,1,0,0,"<350","35-45","<3","<100K","50K-100K"
0.032,"France","Male",2,1,0,0,"600-850","18-35","5-7","<100K","100K-150K"
0.816,"France","Male",1,0,0,0,"<350","35-45","<3","<100K","50K-100K"
0.072,"France","Male",1,0,1,0,"600-850","35-45","3-5","100K-130K","<50K"
0.924,"Germany","Male",2,1,1,0,"<350","45+","3-5","100K-130K","+150K"
0.84,"Spain","Male",1,1,1,0,"350-600","35-45","<3","100K-130K","<50K"
0.088,"Germany","Male",2,0,1,0,"350-600","35-45","+7","100K-130K","50K-100K"
0.064,"France","Male",1,1,0,0,"<350","18-35","<3","100K-130K","+150K"
0.94,"France","Female",1,1,1,0,"600-850","45+","<3","<100K","<50K"
0,"France","Female",1,1,1,1,"<350","35-45","<3","<100K","<50K"
0.744,"Spain","Male",2,0,0,0,"<350","18-35","+7","<100K","50K-100K"
0.004,"France","Male",1,1,0,0,"350-600","18-35","5-7","130K-170K","+150K"
0.96,"France","Female",2,1,1,0,"350-600","35-45","3-5","<100K","<50K"
0.016,"France","Female",1,1,0,0,"600-850","18-35","5-7","100K-130K","<50K"
0,"France","Male",1,1,0,1,"600-850","18-35","3-5","130K-170K","50K-100K"
0.68,"France","Female",2,1,1,0,"350-600","18-35","+7","<100K","50K-100K"
0.008,"France","Male",2,1,0,0,"350-600","18-35","+7","<100K","50K-100K"
0.192,"Germany","Male",1,0,1,0,"350-600","45+","+7","100K-130K","100K-150K"
0.104,"Germany","Female",2,1,0,0,"600-850","35-45","<3","100K-130K","100K-150K"
0.044,"France","Male",2,1,1,0,"600-850","18-35","5-7","130K-170K","+150K"
0.032,"Spain","Male",2,0,1,1,"<350","45+","<3","<100K","<50K"
0.036,"Germany","Male",2,1,0,0,"350-600","18-35","+7","130K-170K","100K-150K"
0.068,"France","Male",1,0,1,0,"<350","18-35","3-5","<100K","100K-150K"
0.032,"Germany","Female",1,1,1,1,"350-600","35-45","3-5","100K-130K","100K-150K"
0.016,"France","Male",2,1,1,0,"600-850","18-35","+7","<100K","100K-150K"
0.024,"Germany","Female",2,1,0,1,"600-850","35-45","3-5","100K-130K","100K-150K"
0.036,"Spain","Male",2,1,1,0,"600-850","18-35","+7","<100K","<50K"
0.068,"France","Female",2,0,1,0,"<350","18-35","+7","<100K","100K-150K"
0.02,"France","Female",1,0,0,0,"350-600","35-45","+7","<100K","<50K"
0.044,"France","Female",1,0,1,0,"600-850","45+","3-5","<100K","50K-100K"
0.032,"Germany","Female",1,1,0,1,"350-600","35-45","<3","100K-130K","100K-150K"
0.032,"Germany","Female",1,0,1,0,"<350","18-35","<3","+170K","100K-150K"
0.1,"Spain","Male",1,1,1,0,"<350","18-35","<3","130K-170K","100K-150K"
0.856,"Spain","Female",1,1,0,0,"350-600","18-35","+7","<100K","<50K"
0.024,"Germany","Male",1,1,1,0,"600-850","18-35","5-7","<100K","50K-100K"
0.072,"France","Female",1,1,0,0,"350-600","35-45","5-7","<100K","<50K"
0.028,"France","Female",1,1,1,0,"600-850","35-45","+7","+170K","<50K"
0.04,"Spain","Female",1,1,0,0,"350-600","35-45","<3","<100K","100K-150K"
0.092,"Germany","Female",2,1,0,0,"<350","18-35","+7","130K-170K","100K-150K"
0.008,"Germany","Female",2,1,1,0,"350-600","18-35","<3","<100K","+150K"
0.74,"Spain","Male",2,1,0,0,"350-600","35-45","<3","<100K","<50K"
0.02,"Spain","Male",1,1,0,0,"<350","18-35","+7","130K-170K","<50K"
0.716,"Germany","Female",2,1,1,1,"600-850","45+","5-7","100K-130K","50K-100K"
0.044,"France","Male",1,1,1,0,"<350","18-35","<3","<100K","100K-150K"
0.032,"France","Male",2,1,0,0,"350-600","18-35","5-7","<100K","50K-100K"
0.032,"Germany","Male",2,1,0,0,"600-850","18-35","3-5","<100K","100K-150K"
0.036,"France","Male",2,0,0,0,"<350","35-45","<3","<100K","50K-100K"
0.012,"Spain","Male",2,0,0,0,"<350","35-45","3-5","<100K","50K-100K"
0.028,"Spain","Female",1,1,0,0,"350-600","18-35","5-7","<100K","100K-150K"
0.004,"Spain","Male",1,1,1,0,"600-850","35-45","+7","130K-170K","+150K"
0,"France","Male",3,1,1,0,"<350","18-35","<3","<100K","50K-100K"
0.164,"France","Male",1,1,1,1,"350-600","45+","+7","<100K","+150K"
0.052,"France","Male",2,0,1,0,"600-850","18-35","+7","<100K","<50K"
0.152,"Germany","Male",1,1,1,0,"350-600","35-45","3-5","<100K","+150K"
0.02,"France","Female",2,1,0,0,"600-850","18-35","3-5","<100K","+150K"
0.052,"Germany","Male",2,0,1,0,"350-600","45+","<3","+170K","<50K"
0.784,"Germany","Male",2,1,1,0,"600-850","45+","<3","100K-130K","50K-100K"
0.024,"Germany","Female",2,0,1,0,"350-600","18-35","<3","130K-170K","<50K"
0.12,"France","Male",2,1,0,0,"350-600","18-35","+7","<100K","100K-150K"
0.692,"Germany","Male",2,1,1,0,"<350","35-45","+7","130K-170K","100K-150K"
0.02,"France","Male",1,0,1,1,"600-850","35-45","<3","130K-170K","100K-150K"
0.068,"France","Female",2,1,1,0,"600-850","18-35","<3","<100K","+150K"
0.056,"Spain","Male",2,1,0,0,"600-850","35-45","5-7","<100K","50K-100K"
0.692,"Germany","Male",1,1,0,1,"600-850","35-45","3-5","130K-170K","<50K"
0.728,"France","Male",1,1,1,0,"<350","18-35","3-5","<100K","<50K"
0.844,"Spain","Female",1,1,0,0,"350-600","35-45","3-5","<100K","100K-150K"
